Fiscal_Year,Service,Department,Project,Project_id,Fund,Fund_Type,Thru_FY_Actuals,FY_Approved
2016,Seattle City Light,D2 External Projects - Transportation Relocations,First Hill Connector Streetcar,8442,City Light Fund,Not Applicable,0,194000
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Opportunity Fund Development- 2008 Parks Levy,K730041,2008 Parks Levy Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Neighborhood Capital Program,K732376,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Pratt Park Water Feature Renovation-2008 Levy,K730199,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Distribution,Tank Improvements,C1134,Water Fund,Not Applicable,0,750000
2016,Seattle Public Utilities,Shared Cost Projects,Heavy Equipment Purchases - WF,C4116-WF,Water Fund,Not Applicable,0,2251132
2016,Seattle City Light,A3 Power Supply - Cedar Falls - Tolt,Cedar Falls Powerhouse - Penstock Stabilization,6358,City Light Fund,Not Applicable,0,0
2016,Finance and Administrative Services,General Government Facilities - General,Seattle Municipal Courts,A1GM129,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,488000
2016,Seattle Public Utilities,Water Quality & Treatment,Landsburg Chlorination Upgrades,C1417,Water Fund,Not Applicable,0,0
2016,Seattle City Light,A4 Power Supply - Power Supply Other,Endangered Species Act Mitigation,6990,City Light Fund,Not Applicable,0,1064000
2016,Seattle Department of Transportation,Major Projects,Overlook Walk and East-West Connections Project,TC367630,Future Bond Funds,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Gas Works Park - Remediation,K73582,Gasworks Park Contamination Remediation Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Distribution,Water Infrastructure - Distribution System Modifications,C1138,Water Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Main Corridor,TC367330,Transportation Operating Fund,Not Applicable,0,15646000
2016,Seattle Department of Transportation,Major Projects,Magnolia Bridge Replacement Project,TC366060,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,"Flooding, Sewer Back-up, and Landslides",Sanitary Sewer Overflow Capacity,C3804,Drainage and Wastewater Fund,Not Applicable,0,4765940
2016,Department of Parks and Recreation,Building Component Renovations,Gilman Playground Shelterhouse Sewer Replacement,K732457,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,E2 Central Utility Projects - Finance and IT Systems,IT Security Upgrades,9960,City Light Fund,Not Applicable,0,600000
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Main Corridor,TC367330,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,2300000
2016,Seattle Center,Monorail Improvements,Monorail Improvements,S9403,2003 LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle City Light,C5 Distribution - Distribution Other,Transmission & Generation Radio Systems,9108,City Light Fund,Not Applicable,0,294000
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,14th Avenue NW Park Boulevard Development (NW 58th to NW 62nd),K730176,2008 Parks Levy Fund,Not Applicable,0,0
2016,Finance and Administrative Services,General Government Facilities - General,Benaroya Capital Project,A1GM1BH,2014 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Yesler Terrace-DWF,C4136-DWF,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit - Sewer System Rehabilitation,6232,City Light Fund,Not Applicable,0,730000
2016,Seattle Department of Transportation,Mobility-Capital,Eastlake Corridor Transit and Street Improvements,TC367380,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Genesee Playfield #2 Synthetic Turf Resurfacing,K732485,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,C5 Distribution - Distribution Other,Distribution Management System,9966,City Light Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit - Facilities Energy Conservation Program,6515,City Light Fund,Not Applicable,0,1075000
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Green Lake Park Alum Treatment,K732460,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Information Technology,Summit Re-Implementation,A1IT01,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,15694000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 29,A1FL129,2009 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,1% for Art Ã¢â‚¬â€œ SWF,C4118-SWF,Solid Waste Fund,Not Applicable,0,124113
2016,Seattle Department of Transportation,Mobility-Capital,Eastlake Corridor Transit and Street Improvements,TC367380,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Parks Maintenance Facility Acquisition - Debt Service,K73502,Parks and Recreation Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Comfort Station Renovations,K732453,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Combined Sewer Overflows,S Henderson Combined Sewer Overflow Storage,C3609,Drainage and Wastewater Fund,Not Applicable,0,26133906.999999899
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic - Phase III,TC367300,Transportation Operating Fund,Not Applicable,0,1285782
2016,Seattle Department of Transportation,Mobility-Capital,Mountains to Sound Greenway Trail,TC365750,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary - Unit 55 Exciter Replacement,6602,City Light Fund,Not Applicable,0,228000
2016,Department of Parks and Recreation,SR520 Mitigation,Bryant Site Development,K732480,Park Mitigation and Remediation Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit Facility - Minor Improvements Program,6405,City Light Fund,Not Applicable,0,2410000
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary - Entrance Improvements,6601,City Light Fund,Not Applicable,0,1945000
2016,Department of Parks and Recreation,West Point Settlement Projects,Discovery Park - Contingency and Opportunity Fund,K731241,Shoreline Park Improvement Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Viaduct Replacement,TC366050,2003 LTGO Capital Project Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Asset Preservation - Shops and Yards,Asset Preservation - Shops and Yards,A1AP401,Cumulative Reserve Subfund - Asset Preservation Subaccount - Fleets and Facilities,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Washington Park Playfield Play Area Development,K730190,2008 Parks Levy Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 18,A1FL118,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Loyal Heights Community Center Renovation,K732464,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,General Government Facilities - General,City Hall and Seattle Municipal Tower Tenant Improvements,A1GM118,2014 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Fire Stations - Land Acquisition,Fire Stations - Land Acquisition,A1FL101,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Play Area Safety Program,K732403,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Asphalt Street Resurfacing,TC323920,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Landscape Restoration Program,K732402,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,430000
2016,Seattle Public Utilities,Habitat Conservation Program,Stream & Riparian Restoration,C1602,Water Fund,Not Applicable,0,164000
2016,Department of Parks and Recreation,Building Component Renovations,Municipal Energy Efficiency Program - Parks,K732433,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Environmental Safeguarding and Remediation of Facilities,9152,City Light Fund,Not Applicable,0,49000
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,Cumulative Reserve Subfund - South Lake Union Property Proceeds Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Operations Control Center - DWF,C4105-DWF,Drainage and Wastewater Fund,Not Applicable,0,28000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Painting Program,TC324900,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Burke-Gilman Trail Extension,TC364830,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Mountains to Sound Greenway Trail,TC365750,2000 Parks Levy Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Green Space Acquisition,Donations- Green Space,K730139,2008 Parks Levy Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Hiawatha Playfield Synthetic Turf Resurfacing,K732486,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,D2 External Projects - Transportation Relocations,Sound Transit Lynnwood - City Light,8471,City Light Fund,Not Applicable,0,216000
2016,Seattle City Light,A2 Power Supply - Skagit,Ross Dam - AC/DC Distribution System Upgrade,6373,City Light Fund,Not Applicable,0,546000
2016,Department of Parks and Recreation,Debt and Special Funding,Hubbard Homestead Park (Northgate) Acquisition- Debt Service,K732321,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,236000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Major Maintenance,TC365940,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary - Unit 56 Exciter Replacement,6603,City Light Fund,Not Applicable,0,1198000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Major Maintenance,TC365940,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,295000
2016,Department of Parks and Recreation,Fix It First - CIP,Community Center Rehabilitation & Development,K730301,Parks Capital Fund,Not Applicable,0,4329000
2016,Seattle Public Utilities,Combined Sewer Overflows,Ship Canal Water Quality Project,C3614,Drainage and Wastewater Fund,Not Applicable,0,17690000
2016,Seattle City Light,C1 Distribution - Substations,Substation Equipment Improvements,7752,City Light Fund,Not Applicable,0,4522000
2016,Seattle Center,Campuswide Improvements and Repairs,Preliminary Engineering and Planning,S9706,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,300000
2016,Department of Parks and Recreation,Building Component Renovations,Magnuson Park Building #406 Roof Replacement,K732467,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan - New Sidewalks,TC367600,School Zone Fixed Automated Cameras Fund,Not Applicable,0,4232784
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 32,A1FL132,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,7003864.9400000004
2016,Seattle Public Utilities,Shared Cost Projects,Heavy Equipment Purchases - DWF,C4116-DWF,Drainage and Wastewater Fund,Not Applicable,0,2354653
2016,Department of Parks and Recreation,2008 Parks Levy- Forest & Stream Restoration,Urban Forestry - Green Seattle Partnership- 2008 Parks Levy,K730136,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan - New Sidewalks,TC367600,Transportation Operating Fund,Not Applicable,0,2499157
2016,Seattle Public Utilities,Shared Cost Projects,Mercer Corridor Project East Phase - WF,C4114-WF,Water Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo - Incline Rehabilitation,6588,City Light Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Open Space Restoration and Repair,S9704,Seattle Center Capital Reserve Subfund,Not Applicable,0,0
2016,Department of Parks and Recreation,Forest Restoration,Urban Forestry - Tree Replacement,K732339,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Asphalt Street Resurfacing,TC323920,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Ross - Governors,6562,City Light Fund,Not Applicable,0,2803000
2016,Department of Parks and Recreation,Debt and Special Funding,Parks Maintenance Facility Acquisition - Debt Service,K73502,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,563000
2016,Department of Parks and Recreation,Building Component Renovations,Seattle Asian Art Museum Restoration,K732369,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 32,A1FL132,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Water Quality & Treatment,Water Quality Equipment,C1414,Water Fund,Not Applicable,0,75000
2016,Seattle Department of Transportation,Mobility-Capital,Sound Transit North Link Station Bike and Pedestrian Improvements,TC367350,To Be Determined,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary Powerhouse - Unit 54 Generator Rebuild,6353,City Light Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Electrical System Replacement Program,K732307,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Street Resurfacing and Restoration,TC367710,Transportation Operating Fund,Not Applicable,0,560000
2016,Department of Parks and Recreation,Building Component Renovations,Utility Conservation Program,K732336,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,250000
2016,Seattle Department of Transportation,Mobility-Capital,Madison Street Bus Rapid Transit,TC367480,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Magnolia Bridge Replacement Project,TC366060,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Public Utilities,New Facilities,South Transfer Station Rebuild,C2302,Solid Waste Fund,Not Applicable,0,6732370
2016,Seattle Center,Parking Repairs and Improvements,Parking Repairs and Improvements,S0301,Seattle Center Capital Reserve Subfund,Not Applicable,0,0
2016,Finance and Administrative Services,Preliminary Engineering,Facility Projects Planning,A1GM402,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,West Duwamish Trail,TC367130,Transportation Operating Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Golf Master Plan Implementation,K732391,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building For The Future - CIP,Smith Cove Park Development,K730311,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Habitat Conservation Program,Instream Flow Management Studies,C1608,Water Fund,Not Applicable,0,137000
2016,Seattle Department of Transportation,Mobility-Capital,Neighborhood Large Projects,TC367250,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Water Resources,Regional Water Conservation Program,C1504,Water Fund,Not Applicable,0,1472214
2016,Seattle Public Utilities,Transmission,Transmission Pipelines Rehabilitation,C1207,Water Fund,Not Applicable,0,2568000
2016,Seattle Department of Transportation,Mobility-Capital,West Duwamish Trail,TC367130,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Mercer Corridor Project West Phase - WF,C4133-WF,Water Fund,Not Applicable,0,30000
2016,Finance and Administrative Services,Public Safety Facilities - Fire,Fire Station 5,A1PS205,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,The Seattle Public Library,Library Major Maintenance,Library Major Maintenance,B301111,General Subfund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 20,A1FL120,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Safety and Maintenance Project,TC367520,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Debt Service Program,Debt Service - CRF,TC320060,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,1348313
2016,Seattle City Light,B1 Transmission - Transmission,Transmission Line Inductor Installation,8461,City Light Fund,Not Applicable,0,6958000
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Bobby Morris Playfield Turf Replacement-2008 Levy,K730201,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Street Resurfacing and Restoration,TC367710,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,500000
2016,Department of Parks and Recreation,Parks Infrastructure,Parks Upgrade Program,K732422,Community Development Block Grant Fund,Not Applicable,0,808000
2016,The Seattle Public Library,Library Major Maintenance,Library Major Maintenance,B301111,2012 Library Levy Fund,Not Applicable,0,2242000
2016,Seattle City Light,B1 Transmission - Transmission,Transmission Capacity,7011,City Light Fund,Not Applicable,0,2026000
2016,Seattle Department of Transportation,Mobility-Capital,NSF/CRS Neighborhood Program,TC365770,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic Retrofit Phase II,TC365810,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Center City Gateway and South Michigan Street Intelligent Transportation Systems (ITS),TC367680,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Combined Sewer Overflows,Long Term Control Plan,C3604,Drainage and Wastewater Fund,Not Applicable,0,750000
2016,Seattle Center,Campuswide Improvements and Repairs,Artwork Maintenance,S9303,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Ballfield Lighting Replacement Program,K732310,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Magnuson Park Building #406 Roof Replacement-2008 Levy,K730198,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement Phase II,TC367450,Transportation Operating Fund,Not Applicable,0,1438361
2016,Finance and Administrative Services,Information Technology,Seattle License Management System Upgrade,A1IT03,2017 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,First Hill Streetcar,TC367100,Transportation Operating Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 11,A1FL111,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Tennis & Basketball Court Renovation Program,K732404,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Combined Sewer Overflows,Future CSO Projects,C3612,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle City Light,D2 External Projects - Transportation Relocations,State Route 520 Bridge Relocations,8435,City Light Fund,Not Applicable,0,598000
2016,Seattle Department of Transportation,Mobility-Capital,NSF/CRS Neighborhood Program,TC365770,Transportation Operating Fund,Not Applicable,0,205000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 18,A1FL118,2015 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,2003 LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Freight Spot Improvement Program,TC365850,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Information Technology,Technology Infrastructure,Alternate Data Center,D301AR001,Information Technology Fund,Not Applicable,0,65000
2016,Seattle Department of Transportation,Major Projects,Spokane St. Viaduct,TC364800,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Security Improvements - WF,C4113-WF,Water Fund,Not Applicable,0,783437.5
2016,Seattle Center,Monorail Improvements,Monorail Improvements,S9403,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,923000
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Hiawatha Community Center Renovation-2008 Levy,K730196,2008 Parks Levy Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 28,A1FL128,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Boiler and Mechanical System Replacement Program,K732306,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,D1 External Projects - Local Jurisdictions,"Streetlights: Arterial, Residential and Floodlights",8378,City Light Fund,Not Applicable,0,3364000
2016,Seattle City Light,A4 Power Supply - Power Supply Other,Power Production - Network Controls,6385,City Light Fund,Not Applicable,0,1513000
2016,Seattle Public Utilities,Protection of Beneficial Uses,Street Sweeping for Water Quality,C3363,Drainage and Wastewater Fund,Not Applicable,0,200000
2016,Seattle Department of Transportation,Mobility-Capital,West Duwamish Trail,TC367130,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 26,A1FL126,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Emma Schmitz Sea Wall Replacement,K732454,Community Improvement Contribution Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Water Quality & Treatment,Reservoir Covering - Beacon,C1408,Water Fund,Not Applicable,0,135000
2016,Seattle Public Utilities,New Facilities,South Recycling Disposal Station Household Hazardous Waste Relocation,C2305,Solid Waste Fund,Not Applicable,0,236090
2016,Seattle Department of Transportation,Major Projects,Overlook Walk and East-West Connections Project,TC367630,Waterfront Lid Lift,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,IT Infrastructure,C5404,Water Fund,Not Applicable,0,612300
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 29,A1FL129,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary Powerhouse - Unit 51 Generator Rebuild,6351,City Light Fund,Not Applicable,0,838000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement,TC366850,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,675578
2016,Seattle City Light,D2 External Projects - Transportation Relocations,Alaskan Way Viaduct and Seawall Replacement - Utility Relocs,8307,City Light Fund,Not Applicable,0,5964000
2016,Seattle Public Utilities,Transmission,Replace Air Valve Chambers,C1209,Water Fund,Not Applicable,0,124766
2016,Seattle Department of Transportation,Mobility-Capital,Burke-Gilman Trail Extension,TC364830,Transportation Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Neighborhood Traffic Control Program,TC323250,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Center City Streetcar Connector,TC367210,To Be Determined,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bike Master Plan Implementation,TC366760,Transportation Operating Fund,Not Applicable,0,1200000
2016,The Seattle Public Library,ADA Improvements - Library,ADA Improvements - Library,B301112,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,19000
2016,Department of Parks and Recreation,Building Component Renovations,Loyal Heights Community Center Renovation,K732464,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Boat Moorage Restoration,K732408,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Facilities Infrastructure Improvements,9156,City Light Fund,Not Applicable,0,371000
2016,Seattle City Light,A2 Power Supply - Skagit,Ross Powerhouse - Programmable Language Controller Upgrade,6376,City Light Fund,Not Applicable,0,283000
2016,Seattle City Light,D1 External Projects - Local Jurisdictions,Streetlight Infrastructure Replacement,8460,City Light Fund,Not Applicable,0,3016000
2016,Seattle City Light,A4 Power Supply - Power Supply Other,NWPP Market Coordination,9971,City Light Fund,Not Applicable,0,11000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic - Phase III,TC367300,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Fire Stations - Land Acquisition,Fire Stations - Land Acquisition,A1FL101,2002B LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement,TC366850,Transportation Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Forest Restoration,Urban Forestry - Green Seattle Partnership,K732340,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,1700000
2016,Department of Parks and Recreation,Building For The Future - CIP,Activating and Connecting to Greenways,K730309,Parks Capital Fund,Not Applicable,0,200000
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Denny Substation Tenant Improvements,9235,City Light Fund,Not Applicable,0,201000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Major Maintenance,TC365940,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Freight Spot Improvement Program,TC365850,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Burke-Gilman Trail Extension,TC364830,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Transit Corridor Improvements,TC366860,Transportation Operating Fund,Not Applicable,0,900000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic - Phase III,TC367300,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,1413218
